Warehouse Location,Stock Number,Nomenclature,CIC,UI,ERRC,DOLT,DOLI,Dead Loc Flag,Serv Balance,IEX,Demand Level,SLC,Unit Price,Details
17A001G070,5305010740162GA,"SCREW,MACHINE",U,EA,XB3,2020043,2019280,,12,,9,0,$0.11,
17A001G072,5305010590215SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020176,2019280,,372,,403,0,$1.18,3
17A001G073,5305004325599SX,SCREW NAS1121E3,U,EA,XB3,2019274,2019280,,56,,0,0,$0.61,
17A001G074,5305011839268SX,BOLT,U,EA,XB3,2020036,2019282,,85,,59,0,$0.36,1
17A001G075,5310011317576SX,WASHER   MS21299-10,U,EA,XB3,2020114,2019281,,93,,45,0,$0.20,1
17A001G076,5340013576914BA,TURNBUCKLE,U,EA,XB3,2020168,2019280,,1,,0,0,$256.92,
17A001G078,3120014607311BA,"BEARING,SLEEVE",U,EA,XB3,2020168,2019280,,1,,0,0,$18.43,
17A001G079,3120014201618BA,"BUSHING, SLEEVE, SL",U,EA,XB3,2020168,2019280,,1,,0,0,$16.90,
17A001G080,3120014250825BA,"BUSHING, LEFT SIDEW",U,EA,XB3,2020168,2019280,,1,,0,0,$27.65,
17A001G082,5305000598670SX,SCREW LN(0.438 IN),U,HD,XB3,2019277,2019281,,8,,2,0,$55.10,
17A001G083,5305011103136SX,SCREW MAC NAS1620-4,U,EA,XB3,2020050,2019280,,25,,14,0,$0.99,1
17A001G084,6240002419703KT,"LAMP, INCANDESCENT",U,EA,XB3,2019274,2019280,,4,,0,0,$1.00,
17A001G085,5935014683914BA,"CONNECTOR,PLUG,ELEC",U,EA,XB3,2020168,2019280,,3,,0,0,$6.79,
17A001H001,5935013759169EH,"CONNECTOR,PLUG,ELEC",U,EA,XB3,2020161,2020027,,1,,1,0,$83.53,1
17A001H002,5310013366751BA,"WASHER, FLAT, PLAIN",U,EA,XB3,2020168,2019280,,7,,2,0,$0.32,
17A001H003,5325014479158BA,"RING,RETAINING",U,EA,XB3,2020168,2019280,,2,,0,0,$1.15,3
17A001H004,5305000889666,SCREW LN.563IN HDIA,U,HD,XB3,2020155,2019280,,2,,3,0,$5.15,
17A001H005,5306001440327NY,BOLT 9635M61P02,U,EA,XB3,2019274,2019280,,7,,0,0,$13.02,1
17A001H006,5930013966883BA,"SWITCH,PRESSURE",U,EA,XB3,2020168,2019280,,4,,4,0,$568.26,2
17A001H007,5945002266182EH,RELAY,U,EA,XB3,2020092,2019280,,1,,1,0,"$1,247.78",
17A001H008,5360014177242BA,"SPRING,HELICAL,TORS",U,EA,XB3,2020168,2019280,,3,,4,0,$4.24,
17A001H009,5330013614280SX,"PACKING,PREFORMED",U,EA,XB3,2019335,2019280,,6,,5,0,$0.53,
17A001H010,5305013576952BA,"SCREW,CAP,HEXAGON H",U,EA,XB3,2020168,2019282,,28,,31,0,$1.82,1
17A001H011,5305012751388SX,"SCREW, CLOSE TOLERA",U,EA,XB3,2019274,2019280,,21,,0,0,$5.01,
17A001H012,1680003120473SX,"CLAMP,UNIVERSAL JOI",U,EA,XB3,2019296,2019280,,9,,10,0,$25.87,1
17A001H013,5330015515044UC,"PACKING,PERFORMED",U,EA,XB3,2019274,2019280,,9,,0,0,$640.84,
17A001H014,4810004970487UC,"VALVE,REGULATING,FL",U,EA,XB3,2020162,2020027,,1,,1,0,"$1,982.02",
17A001H015,5355997297462SX,KNOB,U,EA,XB3,2019274,2019280,,1,,1,0,$81.88,
17A001H016,5306011651274SX,"BOLT,SHEAR",U,EA,XB3,2020155,2019280,,12,,12,0,$6.13,1
17A001H017,3120014661920BA,"BEARING,PLAIN SELF",U,EA,XB3,2020168,2019280,,1,,0,0,"$2,966.08",
17A001H018,5315001193973SX,"PIN,QUICK RELEASE",U,EA,XB3,2020140,2019282,,9,,8,0,$10.15,1
17A001H020,5305008147331SX,"SCREW, CLOSE TOLERA",U,EA,XB3,2020029,2019281,,42,,69,0,$0.31,1
17A001H021,5935013631018BA,"CONNECTOR,RECEPTACL",U,EA,XB3,2020168,2019280,,0,,1,0,"$2,597.15",1
17A001H022,3110004605240,CAM FOLLOWER/NAS562,U,EA,XB3,2020034,2020087,,1,,1,0,$86.18,1
17A001H023,5325013736822SX,"3M1250RR6 RING, RET",U,EA,XB3,2020065,2019280,,68,,56,0,$1.29,1
17A001H025,5340001930095,"CLAMP,LOOP",U,EA,XB3,2020015,2020177,,4,,4,0,$0.51,
17A001H026,5306011890035SX,"BOLT,SHEAR",U,EA,XB3,2019310,2019280,,7,,8,0,$11.78,
17A001H027,5340013529757BA,"CLEVIS,ROD END",U,EA,XB3,2020168,2019280,,1,,0,0,$100.00,
17A001H028,5331001814660SX,PACKING RS900L237,U,EA,XB3,2019280,2019280,,4,,1,0,$6.80,1
17A001H029,5305010775804SX,SCREW   NAS1581C4T5,U,EA,XB3,2019274,2019280,,10,,11,0,$0.79,
17A001H030,5306011890075BA,BOLT,U,EA,XB3,2020168,2019280,,5,,3,0,$3.71,1
17A001H031,5320012482217SX,RIVET BLIND,U,EA,XB3,2019274,2019280,,631,,550,0,$0.26,1
17A001H032,5305013996529BA,"SCREW,MACHINE",U,EA,XB3,2020168,2019282,,41,,41,0,$11.33,2
17A001H033,4720013582427BA,HOSE,U,EA,XB3,2020168,2019280,,1,,1,0,$359.10,
17A001H034,4720013215462BA,"HOSE,AIR DUCT",U,EA,XB3,2020168,2019280,,6,,2,0,$17.95,
17A001H035,5310001984735SX,NUT Z1200J-048,U,EA,XB3,2020183,2019322,,8,,8,0,$2.08,4
17A001H036,5331015403611BE,O-RING,U,EA,XB3,2020168,2019280,,8,,0,0,$27.57,
17A001H037,5310001670833SX,"WSHR, HD 0.193IN OD",U,HD,XB3,2019280,2019280,,1,,1,0,$1.06,1
17A001H038,5365011278128,"PLUG,MACHING THREAD",U,EA,XB3,2019274,2019280,,2,,2,0,$4.18,
17A001H039,5331001032008,O-RING,U,EA,XB3,2020156,2019280,,14,,18,0,$0.25,2
17A001H040,1560016336367,"PLATE,STRUCTURAL,AI",U,EA,XB3,2020017,2019280,,1,,1,0,"$3,665.37",
17A001H041,5305004582824SX,SCREW NAS1635-3-16P,U,EA,XB3,2020162,2019280,,32,,32,0,$0.71,1
17A001H042,5305000593670SX,SCREW  MS51958-74,U,EA,XB3,2019274,2019281,,180,,0,0,$0.47,
17A001H043,5305014002769SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020153,2019282,,13,,13,0,$1.80,1
17A001H044,5306013992616BA,"BOLT,CLOSE TOLERANC",U,EA,XB3,2020168,2019280,,2,,0,0,$26.40,
17A001H045,5310008381719SX,"WASHER,RECESSED",U,EA,XB3,2019274,2019280,,9,,10,0,$0.28,
17A001H046,5330015538126,"PACKING,PREFMD",U,EA,XB3,2019274,2019281,,47,,0,0,$1.51,1
17A001H047,4720001769606SX,"HOSE,AIR DUCT",U,EA,XB3,2020092,2019280,,1,,1,0,$28.04,
17A001H048,5305014212921SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019274,2019280,,2,,1,0,$2.48,
17A001H049,5306003083519NY,"BOLT,MACHINE",U,EA,XB3,2020162,2019217,,3,,3,0,$12.62,
17A001H050,5340007029018SX,"RETAINER,NUT AND BO",U,EA,XB3,2020002,2019280,,15,,15,0,$11.59,
17A001H051,5310000108386SX,WASHER 2531650,U,EA,XB3,2020147,2019280,,339,,22,0,$0.82,1
17A001H052,5315000120123QS,"PIN, DIAMETER .116",U,HD,XB3,2019274,2019280,,1,,1,0,$2.08,1
17A001H053,5310011857194,"OBS=NUT,PLAIN,HEXAG",U,EA,XB3,2017043,2019280,,2,D,0,0,$4.69,
17A001H054,5331011292011SX,O-RING,U,EA,XB3,2019274,2019280,,12,,11,0,$2.72,1
17A001H055,5325007533699,RING  MS16624-4062,U,EA,XB3,2019274,2019280,,1,,1,0,$0.21,
17A001H056,6685006898672SX,TRANSMITTER PRESSUR,U,EA,XB3,2020153,2019280,,1,,1,0,"$6,489.54",
17A001H057,4730007640280SX,PLUG JACKHYD 8215-7,U,EA,XB3,2020100,2019280,,1,,0,0,$231.19,1
17A001H058,5306011312915,"BOLT,SHEAR NAS6703U",U,EA,XB3,2019326,2019280,,11,,10,0,$0.68,
17A001H059,5306005019865SX,"BOLT,SHEAR",U,EA,XB3,2019345,2019282,,2,,4,0,$7.60,
17A001H060,5930004574461UC,PRESSURE SWITCH,U,EA,XB3,2020170,2019280,,1,,1,0,$598.18,2
17A001H062,5940014760763BA,TERMINAL JUNCTION B,U,EA,XB3,2020168,2019280,,2,,0,0,$42.01,
17A001H063,5305010747425HS,SCREW 0646C624-20,U,EA,XB3,2019274,2019280,,6,,9,0,$10.83,
17A001H064,5305013413101SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020163,2019282,,74,,83,0,$4.50,3
17A001H066,4730001505183LE,"ELBOW,TUBE TO BOSS",U,PG,XB3,2020092,2019280,,3,,1,0,$103.40,
17A001H067,5310014676355BA,"NUT,SELF-LOCKING,EX",U,EA,XB3,2020168,2019280,,2,,0,0,$63.38,
17A001H068,5305011812491SX,"SCREW, CLOSE TOLERA",U,EA,XB3,2019274,2019280,,54,,32,0,$0.90,1
17A001H069,5305008247362SX,SCRW TLG.312IN,U,HD,XB3,2019274,2019280,,1,,1,0,$11.03,2
17A001H070,4010014192151SX,LT1504-C6-9//WIRE C,U,EA,XB3,2020183,2019280,,12,,12,0,$6.34,
17A001H071,1560004499089UC,ADAPTER JACK PAD,U,EA,XB3,2020007,2019280,,2,,0,0,$343.49,
17A001H072,5305002397787SX,"SCREW,MACHINE",U,EA,XB3,2019274,2019280,,18,,19,0,$0.16,
17A001H073,5940002490270EH,TERML 36B506052AAG1,U,EA,XB3,2019274,2019280,,1,,0,0,$200.13,
17A001H074,5305009289420SX,SCREW NAS1633-12D,U,EA,XB3,2019274,2019280,,69,,11,0,$7.76,1
17A001H076,1560015823207BA,"LINER,ARMOR,SUPPLEM",U,EA,XB3,2018274,2019280,,3,,1,0,$39.00,
17A001H077,1730015113427BA,"PIN,GROUND SAFETY",U,EA,XB3,2020168,2019280,,17,,0,0,$232.00,
17A001H078,5305013771627SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019336,2019281,,7,,7,0,$2.72,1
17A001H079,5310005157449SX,R/B=013529592 WASHE,U,HD,XB3,2019288,2019282,,0,D,0,0,$1.83,5
17A001H080,5340008805949SX,CLAMP LOOP,U,EA,XB3,2019274,2019280,,9,,0,0,$0.34,
17A001H081,5305013594641SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019280,2019280,,2,,4,0,$3.51,2
17A001H082,3110014433343BA,"FOLLOWER, NEEDLE NA",U,EA,XB3,2020168,2019280,,5,,0,0,$136.50,
17A001H083,5325002821633SX,RING.RETAINING,U,HD,XB3,2019274,2019280,,1,,0,0,$1.29,
17A001H084,5365015323896UC,"SHIM, SOLID",U,EA,XB3,2019304,2019280,,0,,0,0,$180.28,1
17A001J001,5330006270591SX,PACKING 354118,U,EA,XB3,2019318,2019280,,13,,13,0,$8.32,
17A001J002,3120001780493,BUSHING SLEEVE,U,EA,XB3,2019316,2019280,,15,,1,0,$4.15,
17A001J003,5325012850963SX,4002-22W/STUD ASSY,U,EA,XB3,2019274,2019280,,1,,0,0,$11.87,
17A001J004,5305015440812BA,"SCREW,MACHINE",U,EA,XB3,2020168,2019280,,10,,0,0,$1.47,
17A001J006,1560007894645JH,STOP 3F41735-101,U,EA,XB3,2019282,2019282,,14,,5,0,$11.29,
17A001J007,5310013419373SX,NUT,U,EA,XB3,2019274,2019280,,2,,0,0,$11.87,
17A001J008,5305013536900SX,"SCREW ASSEMBLY,PANE",U,EA,XB3,2020164,2019282,,269,,287,0,$18.55,2
17A001J009,5315000549145,"MS16556-822 PIN,STR",U,EA,XB3,2019274,2019280,,4,,0,0,$1.04,
17A001J010,5306015538116,"BOLT,MACHINE",U,EA,XB3,2019308,2019280,,1,,1,0,"$2,140.85",1
17A001J011,5331001651940,"PACKING,PREFORMED",U,EA,XB3,2020153,2019280,,9,,2,0,$0.30,
17A001J012,5305012849692SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019274,2019280,,3,,15,0,$0.56,
17A001J013,5305011791441SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019282,2019282,,85,,50,0,$1.33,1
17A001J014,5365015223844BA,SPACER,U,EA,XB3,2020168,2019280,,2,,0,0,$117.00,
17A001J015,5310014459384SX,"WASHER,FLAT",U,EA,XB3,2020025,2020177,,26,,26,0,$0.39,
17A001J016,5305000580807SX,"SCREW,MACHINE",U,EA,XB3,2019274,2019280,,3,,0,0,$1.30,
17A001J017,5365013650568BA,"SPACER,SLEEVE",U,EA,XB3,2020168,2019280,,3,,0,0,$3.45,
17A001J018,5342001978969SX,COUP MVB64757-250,U,EA,XB3,2019274,2019280,,1,,0,0,$69.08,
17A001J019,5331010713410,0-RING,U,EA,XB3,2019336,2019280,,71,,57,0,$1.12,1
17A001J020,5325010819534SX,"MS27977-28B,  STUD,",U,EA,XB3,2019274,2019280,,3,,3,0,$2.33,
17A001J021,6240008240924,LAMP MS90451-7152,U,EA,XB3,2019274,2019280,,2,,0,0,$0.59,
17A001J022,5310001670806,"WSHR, HD 0.755IN OD",U,HD,XB3,2020183,2019280,,1,,1,0,$9.81,1
17A001J023,5310011417200SX,CA21062-10R   WASHE,U,EA,XB3,2019308,2019280,,10,,10,0,$0.79,
17A001J024,5315014654341BA,"PIN,STRAIGHT,HEADLE",U,EA,XB3,2020168,2019280,,3,,2,0,$29.50,
17A001J025,1680014596963BA,"BELT,AIRCRAFT SAFET",U,EA,XB3,2020168,2019280,,2,,0,0,$496.39,
17A001J027,4730011911684UC,COUPLER ASSY CA3311,U,EA,XB3,2020169,2019280,,5,,0,0,$256.30,
17A001J029,5330015491256BA,"SEAL,NONMETALLIC SP",U,EA,XB3,2019095,2019280,,1,,1,0,$364.06,
17A001J030,5310013282043SX,"NUT,SELF-LOCKING,PL",U,EA,XB3,2019301,2019280,,53,,57,0,$1.63,1
17A001J031,5340014984051BA,"LEVER,LOCK-RELEASE",U,EA,XB3,2020168,2019280,,1,,1,0,$60.97,
17A001J032,5320015557702BA,PIN-RIVET.,U,EA,XB3,2017004,2019280,,16,,1,0,$6.66,
17A001J034,5305011857155SX,RESTRICT,U,EA,XB3,2019280,2019280,,72,,37,0,$1.61,1
17A001J035,5310009938728,"WASHER,",U,HD,XB3,2019308,2019280,,6,,6,0,$3.32,1
17A001J036,1560015257413BA,LINK ASSY,7,EA,XB3,2020168,2019280,,1,,0,0,$129.49,
17A001J037,4810004884186SX,VALVE ELECTRO HYD,U,EA,XF3,2020182,2019280,,0,,0,0,"$3,576.98",1
17A001J038,6695001321921LE,SENSOR 1-899-101-1,U,EA,XB3,2020183,2019280,,1,,1,0,"$1,524.36",2
17A001J039,2925013766760SX,"IGNITER,SPARK",U,EA,XB3,2020062,2019280,,1,,1,0,"$1,886.99",2
17A001J040,5330014558084BA,"SEAL,NONMETALLIC SP",U,EA,XB3,2020168,2019280,,2,,0,0,$13.20,
17A001J041,3120014468920BA,"BUSHING,SLEEVE",U,EA,XB3,2020168,2020027,,4,,0,0,$2.08,
17A001J042,5310001411795,WASHER AN960-416,U,EA,XB3,2020015,2019282,,175,,136,0,$0.03,7
17A001J043,5945013750543EH,RELAY ELECTROMAGNET,U,EA,XB3,2020092,2019280,,2,,1,0,$100.35,
17A001J044,1560008496263UC,"FITTING,DOOR LOCK",U,EA,XB3,2019274,2019280,,1,,1,0,"$1,229.55",
17A001J045,5365015588346,SHIM,U,EA,XB3,2019274,2019280,,7,,0,0,$39.70,
17A001J046,4730006846915SX,"NIPPLE,BOSS",U,EA,XB3,2020092,2019280,,5,,0,0,$3.45,
17A001J048,3120014250824BA,"BUSHING, LEFT SIDEW",U,EA,XB3,2020168,2019280,,1,,0,0,$17.50,
17A001J049,5331015403602,O-RING,U,EA,XB3,2019274,2019280,,4,,4,0,$4.66,
17A001J050,5331001675112,"PACKING,",U,EA,XB3,2020178,2019280,,48,,56,0,$0.26,1
17A001J052,6220014173341BA,"PANEL,INDICATING,LI",U,EA,XB3,2020168,2019280,,1,,0,0,$345.00,
17A001J053,5306015439021BA,"BOLT,EXTERNALLY REL",U,EA,XB3,2020168,2019280,,1,,0,0,$295.66,
17A001J054,5310011165452SX,"NUT,SELF-LOCKING,AS",U,EA,XB3,2019274,2019280,,18,,9,0,$24.83,
17A001J055,5306005086243,"BOLT,SHEAR",U,EA,XB3,2019274,2019280,,23,,25,0,$1.57,1
17A001J056,5306001212677SX,"BOLT,MACHINE MS9556",U,EA,XB3,2020078,2019282,,121,,108,0,$1.47,
17A001J057,5310010523343SX,WASHER,U,EA,XB3,2019339,2019280,,37,,40,0,$0.17,
17A001J058,5340014369959SX,"CATCH, FLUSH",U,EA,XB3,2019274,2019280,,1,,1,0,$152.10,
17A001J059,1560000976746UC,PROBE MOUNT RING 4W,U,EA,XF3,2020104,2019280,,2,,0,0,"$2,246.58",
17A001J060,5305014165224SX,BOLT,U,EA,XB3,2019274,2019280,,6,,15,0,$1.37,
17A001J061,5365007090810SX,SPACER NAS43HT4-100,U,EA,XB3,2019274,2019280,,38,,0,0,$1.70,
17A001J062,5305001277941SX,"SCREW,MACHINE NAS16",U,EA,XB3,2019274,2019280,,19,,0,0,$2.59,
17A001J063,5310013568340BA,"NUT,SELF-LOCKING,HE",U,EA,XB3,2020168,2019280,,1,,0,0,$14.08,
17A001J064,1560004221810UC,"LUG,ACTUATOR,SPOILE",U,EA,XB3,2019341,2019280,,0,,4,0,$85.90,1
17A001J065,5305010597469SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020163,2019282,,117,,112,0,$1.18,3
17A001J066,5330002407235SX,512766-011 BACKUP,U,EA,XB3,2020181,2019282,,141,,4,0,$0.71,
17A001J067,5961010090397,PHOTOELECTRIC CELL,U,EA,XB3,2020153,2019280,,1,,1,0,"$2,299.75",
17A001J068,5325003874914SX,"STUD, SNAP FASTENER",U,EA,XB3,2019282,2019282,,133,,11,0,$0.05,
17A001J069,5310009625167SX,NUT NAS1423-5,U,EA,XB3,2020156,2019280,,1,,1,0,$1.63,
17A001J073,5306000800094,BOLT MS9489-05,U,EA,XB3,2019274,2019280,,28,,28,0,$0.48,1
17A001J074,5305014359949BA,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020168,2019282,,6,,4,0,$1.31,
17A001J075,5330008211508SX,RETAINER PACKING,U,EA,XB3,2019274,2019280,,18,,18,0,$0.47,1
17A001J076,5310002984537SX,NUT AN365-640C,U,EA,XB3,2020147,2019280,,30,,5,0,$0.09,2
17A001J077,4730008334179SX,BOLT 4J63207-101A,U,EA,XB3,2019322,2019282,,21,,1,0,$5.05,
17A001J078,5975012123870UC,CONDUIT 4B69141-133,U,EA,XB3,2019274,2019280,,2,,0,0,$281.59,
17A001J079,5340012803739SX,PLATE,U,EA,XB3,2019319,2019282,,6,,0,0,$30.94,
17A001J080,5305012729754SX,SCREW NAS1122E4H,U,EA,XB3,2019282,2019282,,28,,7,0,$2.82,
17A001J081,5331003649762SX,O-RING,U,EA,XB3,2019274,2019280,,2,,2,0,$1.15,
17A001J082,5305010743845SX,SCREW NAS1581C4T4,U,EA,XB3,2019274,2019280,,6,,7,0,$0.50,
17A001J083,5325013724571BA,"EYELET, METALLIC",U,EA,XB3,2018274,2019280,,1,,0,0,$74.98,
17A001J084,4720015336051BA,HOSE ASSEMBLY 55177,U,EA,XB3,2020168,2019280,,1,,0,0,$336.64,
17A001J085,4010005262787SX,WIRE LS5963R22-0061,U,EA,XB3,2019274,2019280,,11,,15,0,$21.66,
17A001K001,5935013407064EH,"CLAMP, CABLE M85049",U,EA,XB3,2019274,2019280,,1,,1,0,$5.48,
17A001K002,5305001520567SX,"SCREW,SELF",U,EA,XB3,2019274,2019280,,215,,5,0,$13.74,3
17A001K003,5331001031750,O-RING ST3001-115,U,EA,XB3,2020183,2020087,,1,,1,0,$0.22,1
17A001K004,5310013867642BA,"WASHER,KEY",U,EA,XB3,2020168,2019280,,2,,0,0,$14.50,
17A001K005,5325014541211BA,"STUD ASSEMBLY,TURNL",U,EA,XB3,2020168,2019280,,1,,1,0,$181.00,
17A001K006,3020015724125UC,"LINK, ROLLER CHAIN",U,EA,XB3,2020146,2019280,,26,,4,0,$3.81,
17A001K007,5305013216118SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019213,2019280,,10,,10,0,$16.35,
17A001K008,1560005758176UC,"SUPPORT,STRUCTURAL",U,EA,XF3,2019274,2019280,,1,,0,0,"$2,383.04",
17A001K009,5977008936941EH,BRUSH ELECTRIC CONT,U,EA,XB3,2019274,2019280,,7,,0,0,$10.61,
17A001K010,5306004317025SX,BOLT NAS674V12H,U,EA,XB3,2019274,2019280,,24,,23,0,$4.33,1
17A001K011,5305002321036SX,SCREW 110148-4-3,U,EA,XB3,2019345,2019281,,22,,5,0,$1.94,1
17A001K012,5935011743669,CLAMP 000-8002-859,U,EA,XB3,2019274,2019280,,1,,0,0,$4.16,1
17A001K013,5930014156241LZ,"SWITCH, TOGGLE",U,EA,XB3,2020002,2019280,,1,,1,0,"$1,828.96",
17A001K014,5305009291809SX,BOLT NAS1123-7,U,EA,XB3,2020021,2019280,,262,,18,0,$0.22,
17A001K016,5310013898001SX,"NUT,PLAIN,HEXAGON",U,EA,XB3,2019274,2019280,,42,,4,0,$0.25,
17A001K017,5305011990242SX,"SCREW,MACHINE",U,EA,XB3,2019274,2019280,,43,,0,0,$2.44,1
17A001K018,5306013449649BA,"BOLT,SHEAR",U,EA,XB3,2020168,2019280,,2,,0,0,$10.70,
17A001K019,5306005365254SX,"BOLT,SHEAR",U,EA,XB3,2019329,2019280,,43,,33,0,$1.63,1
17A001K020,5330005835553NY,GASKET R302P08Y,U,EA,XB3,2020047,2019280,,15,,4,0,$9.25,
17A001K021,4730002776372SX,LOCKNUT AN6289-4,U,EA,XB3,2020149,2019280,,57,,57,0,$4.02,
17A001K022,5985014653669EH,DUMMY LOAD TNGM1-1-,U,EA,XB3,2020141,2019280,,1,,0,0,$49.90,
17A001K023,5330005822144SX,MS28774-327 RETAINE,U,EA,XB3,2020130,2019280,,18,,18,0,$1.41,
17A001K024,5320015399820BA,PIN-RIVET,U,EA,XB3,2020168,2019280,,4,,0,0,$435.09,
17A001K025,5306009058449SX,BOLT HEX HEAD,U,EA,XB3,2020181,2019280,,3,,2,0,$3.06,
17A001K026,6685219120457SX,"TRANSMITTER,PRESSUR",U,EA,XB3,2019274,2019281,,1,,1,0,"$2,135.48",
17A001K028,5331012637381SX,O=RING,U,EA,XB3,2020182,2019282,,106,,92,0,$0.42,1
17A001K030,5315002236113SX,"PIN,RETAINING PL 1.",U,HD,XB3,2020153,2019280,,2,,2,0,$21.11,
17A001K031,5315013672018SX,PIN QUICK RELEASE,U,EA,XB3,2020071,2020008,,5,,5,0,$43.41,1
17A001K032,5331001733022SX,"PACKING,PREFORMED",U,EA,XB3,2019329,2019280,,8,,5,0,$2.06,1
17A001K033,7125015484638BA,"CLIP, REFRIGERATOR",U,EA,XB3,2018274,2019280,,2,,0,0,$8.75,
17A001K034,5940013721368BA,"FERRULE,ELECTRICAL",U,EA,XB3,2020168,2019280,,2,,0,0,$2.75,
17A001K035,5970007152414EH,INSULATOR 10427,U,EA,XB3,2019274,2019280,,85,,0,0,$16.31,
17A001K036,3120013084861,BEARING,U,EA,XB3,2019335,2019280,,2,,0,0,$46.32,
17A001K037,5325008042277SX,"RING, RETAINING",U,EA,XB3,2019274,2019280,,11,,0,0,$0.85,
17A001K038,5310015285003,"NUT,SLFLKG-HEX",U,EA,XB3,2019274,2019280,,17,,0,0,$157.92,
17A001K039,5330010413398SX,"RETAINER,PACKING",U,EA,XB3,2020064,2020008,,8,,8,0,$1.24,
17A001K040,5305010779907,"SCREW, MACHINE",U,EA,XB3,2020064,2020008,,13,,13,0,$0.17,
17A001K041,5305007873902SX,SCREW MS24696A25,U,EA,XB3,2019070,2019280,,207,,22,0,$0.20,1
17A001K042,5331001685377SX,PACKING,U,EA,XB3,2020092,2019280,,9,,5,0,$0.25,
17A001K043,5306009493708SX,BOLT SHEAR,U,EA,XB3,2019302,2019280,,158,,1,0,$2.79,2
17A001K044,5325004015730SX,RECEPTACLE A3050-0,U,EA,XB3,2020118,2019280,,13,,10,0,$19.20,3
17A001K045,4030010882952,SLEEVE,U,EA,XB3,2020183,2019280,,12,,6,0,$0.41,
17A001K046,5331001660992SX,O-RING            S,U,EA,XB3,2020125,2019280,,2,,3,0,$0.16,
17A001K047,5320014979320BA,PIN-RIVET,U,EA,XB3,2020177,2019281,,0,,0,0,$3.21,1
17A001K048,5940006365539EH,"SPLICE,CONDUCT L.30",U,HD,XB3,2020033,2019280,,1,,1,0,$3.03,
17A001K049,3040014286347BA,PAWL,U,EA,XB3,2020168,2019280,,8,,1,0,$51.29,1
17A001K050,5315002398019,"PIN, DIAMETER .044",U,HD,XB3,2019274,2019280,,2,,2,0,$1.75,
17A001K051,5360013557568BA,"SPRING,HELICAL,COMP",U,EA,XB3,2020168,2019280,,1,,0,0,$20.41,
17A001K052,5305012342566SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019318,2019280,,26,,26,0,$5.15,
17A001K053,5306011319828,"BOLT, SHERE",U,EA,XB3,2020113,2019282,,4,,6,0,$1.58,1
17A001K054,5305013341051BA,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020168,2019280,,300,,300,0,$1.20,2
17A001K055,5305009272067SX,SCREW MACHINE .94 I,U,EA,XB3,2020147,2019282,,99,,202,0,$0.16,2
17A001K057,5305011835871SX,"SCREW, CLOSE TOLERA",U,EA,XB3,2019274,2019280,,48,,57,0,$2.19,1
17A001K059,5365014760282BA,SHIM,U,EA,XB3,2020168,2019280,,2,,2,0,$20.00,
17A001K060,5340013524373BA,"HANDLE,MANUAL CONTR",U,EA,XB3,2020168,2019280,,1,,0,0,$431.95,
17A001K061,5320015399818BA,PIN-RIVET,U,EA,XB3,2020168,2019282,,6,,0,0,$12.71,1
17A001K062,5305012298018SX,"SCREW, CLOSE TOLER",U,EA,XB3,2019282,2019282,,38,,26,0,$1.94,1
17A001K064,5310011021877SX,"NUT,SELF-LOCKING",U,EA,XB3,2019346,2019280,,67,,41,0,$1.37,1
17A001K065,5310008071465GA,"NUT,SLF-LCK,HEX THR",U,HD,XB3,2020162,2019280,,5,,5,0,$20.75,4
17A001K066,6150014630572BA,"BUS,CONDUCTOR",U,EA,XB3,2020168,2019280,,1,,0,0,$347.58,
17A001K067,5331010323546KF,PACKING,U,EA,XB3,2020062,2019280,,1,,1,0,$1.23,1
17A001K068,5305014329203SX,BOLT,U,EA,XB3,2020163,2019280,,5,,15,0,$7.00,1
17A001K069,5305001398178SX,SCREW ABS20642-4F14,U,EA,XB3,2020156,2019282,,180,,183,0,$9.14,1
17A001K070,5310014295084SX,"WASHER, HD .510 IN/",U,HD,XB3,2019274,2019280,,5,,8,0,$6.86,
17A001K071,5330005822119SX,"RETAINER,PACKING",U,EA,XB3,2019274,2019281,,4,,4,0,$0.76,
17A001K072,5365009337912SX,SHIM LS5940-1,U,EA,XB3,2020044,2019280,,25,,16,0,$3.59,
17A001K073,5365009337417SX,SHIM LS5940-2 (2EA=,U,PG,XB3,2019274,2019281,,15,,3,0,$3.45,
17A001K074,5940013713770EH,"FERRULE,ELECTRICAL",U,EA,XB3,2019308,2019280,,5,,5,0,$74.10,
17A001K075,5310000873155SX,WASHER SPRING R5,U,EA,XB3,2020001,2019281,,105,,6,0,$1.02,
17A001K076,5365014761041BA,"SPACER,RING",U,EA,XB3,2020168,2019280,,10,,0,0,$29.00,1
